"ID"	Library_1	Library_10	Library_11	Library_12	Library_2	Library_3	Library_4	Library_5	Library_6	Library_7	Library_8	Library_9
C19orf25	4.75818	4.02529	4.14039	4.08659	3.66622	5.03906	3.95462	5.055	4.20982	5.70997	5.61708	3.34229
C19orf26	1.14038	0.798579	1.03419	0.667444	1.2987	1.09861	0.876271	1.4359	1.60129	1.25138	1.74368	1.04608
C19orf28	7.09666	3.70333	6.02241	6.03802	6.93695	8.74185	7.36526	7.81686	6.52295	11.7548	11.277	3.89668
C19orf29	2.96061	1.8435	2.23555	2.10962	2.70895	3.99697	2.79422	3.74304	3.46807	4.77549	4.52499	2.07975
C19orf30	0	0	0.039235	0	0	0	0	0.0639177	0.0281367	0	0	0
C19orf33	0	0	0	0	0	0	0	0	0	0	0	0
C19orf34	0	0	0	0	0	0	0	0.0186934	0	0	0	0
C19orf35	0.0150102	0	0	0.0154693	0.0148927	0	0	0.0191007	0.00840817	0.011147	0	0.0130455
C19orf38	0.0708472	1.00076	1.77689	1.93487	0.140585	0.119751	0.128946	0.180308	0.138901	0.105226	0.155902	0.646523
C19orf39	0.696323	0.695474	0.435126	0.813303	0.690871	1.11421	1.01536	1.16667	1.09272	1.10316	1.45069	0.685868
C19orf40	2.03429	3.13419	2.17123	2.10598	1.47985	2.03979	1.48073	2.43719	2.46851	2.29082	2.25752	2.62205
C19orf42	20.572	13.8212	9.80538	8.13731	19.5304	20.1768	17.0556	22.6746	20.7581	17.1455	17.279	15.0849
C19orf43	45.8529	35.8876	28.8943	28.7954	42.8959	50.2551	42.0435	48.0958	50.7662	51.3238	50.1131	29.5661
C19orf44	1.55713	1.1753	0.865774	1.05747	1.25827	1.34234	1.33456	1.40178	1.75662	1.59416	1.5645	1.26254
C19orf45	0.0114879	0.314712	0.394827	0.213106	0.0911834	0.0310683	0.0669077	0.0146184	0.141581	0.136499	0.0505591	0.219652
C19orf46	5.10881	5.65896	4.65382	4.74701	4.21835	5.06065	4.19427	5.19275	4.52657	6.09765	5.80857	5.00415
C19orf47	4.69683	3.04608	2.29056	1.73992	4.1504	4.74297	3.48908	4.53927	4.33911	4.13912	5.07335	1.86173
C19orf48	32.7778	26.918	20.3571	18.8201	27.1247	30.9423	26.8812	37.6955	31.9888	37.2418	36.832	25.9439
C19orf50	48.3437	40.2823	42.2784	39.5256	35.8617	51.1136	44.7266	51.6994	48.0926	58.3258	54.1379	34.7534
C19orf51	2.78619	3.15071	1.72353	1.54037	2.6855	2.69544	2.25448	2.1287	2.52307	2.07459	2.20818	1.87436
C19orf52	8.5193	5.41744	4.46821	4.2472	7.43288	7.74883	6.7558	9.62718	8.29048	7.21418	7.38844	4.7728
C19orf53	17.8199	18.6425	23.1214	17.1296	13.5698	26.963	19.3409	21.834	25.8595	26.5275	30.2512	16.5813
C19orf54	0.539479	2.02735	1.8607	2.4455	1.0149	1.22214	1.10175	0.811634	0.62794	1.21832	1.39831	2.26516
C19orf55	2.18416	2.16998	0.996462	1.16658	2.29966	2.5556	2.47557	2.38044	2.58304	3.0573	2.86402	1.86056
C19orf56	15.547	13.6528	15.0621	12.8365	13.1582	15.0827	12.132	16.4681	16.1956	19.9662	17.2627	14.2581
C19orf57	1.30339	1.80137	1.75565	1.83996	0.917317	1.31487	1.26496	1.2475	0.93776	1.22171	1.39143	1.44095
C19orf59	0.0442389	0.201988	0.575987	0.182368	0.0292617	0.0997012	0.0858853	0.0938241	0.0495619	0.0876079	0.237965	0.256324
C19orf6	10.1615	10.924	9.96205	10.1408	9.35228	11.6585	9.01401	10.8785	10.8434	13.9366	14.1725	9.57126
C19orf60	7.17984	13.2499	9.35918	7.11057	5.39282	8.62859	6.63234	11.0966	8.07795	9.76643	11.7329	12.0651
C19orf61	1.42652	2.48466	2.39472	2.16268	1.90718	2.34272	2.16035	2.00275	2.31581	2.32897	2.62408	2.52199
C19orf63	11.894	10.1964	7.34105	6.62231	11.0768	14.8051	11.8991	15.7571	13.0726	13.4467	14.2069	8.95798
C19orf66	1.41664	4.02235	4.24567	3.43065	1.02788	1.72086	1.26176	1.69168	1.3356	2.76497	2.99748	3.64842
C19orf69	0.0203892	0	0	0	0.040459	0	0	0	0	0	0.0299114	0
C19orf70	8.57002	8.21958	6.22767	6.14012	8.31457	9.79518	8.37332	9.40899	8.90221	14.4333	11.3499	6.10975
C19orf71	0.0574907	0.0984354	0.269441	0.296246	0.0570406	0.0777402	0	0.0365788	0	0	0.126511	0.149897
C19orf73	0.337024	0.62144	0.613009	0.641229	0.360107	0.28045	0.603967	0.428867	0.377577	0.885617	0.646554	1.12657
C19orf75	0	0	0	0	0	0	0.0164622	0.0143871	0.0126665	0	0	0
C19orf76	0.246582	0.187643	0.242543	0.150592	0.1631	0.19759	0.159571	0.151078	0.296714	0.311979	0.455526	0.174619
C19orf77	0	0.0727425	2.42254	2.36435	0	0.114898	0.12372	0	0	0.820311	0.468226	0.147695
C1D	13.4577	9.43391	13.0993	13.0608	11.834	11.238	13.4846	14.1476	13.7586	12.0545	13.0996	10.3131
C1GALT1	3.55142	3.9252	8.79922	7.12524	3.35981	4.8307	5.55694	3.76235	4.322	5.65328	5.25124	3.94249
C1GALT1C1	5.24574	3.67029	4.52791	5.34631	6.25351	5.25944	4.89547	5.34181	4.41406	4.08297	3.56576	3.95835
C1QA	0	0	0	0	0	0	0.0767336	0	0.0196803	0	0	0
C1QB	0	0	0.0865875	0	0.0733223	0.0249826	0.61872	0	0	0	0	0
C1QBP	180.729	121.761	81.0199	76.505	140.785	176.531	158.084	188.755	210.151	169.59	164.958	114.734
C1QC	0	0.0562465	0	0	0	0.0444211	0.310907	0	0	0.0243956	0	0.0285505
C1QL1	0.47666	0.594452	0.421854	0.530082	0.484807	0.5738	0.524244	0.539976	0.79233	0.899326	0.886615	0.402322
C1QL2	0.0282403	0.048353	0.0147059	0.0388055	0	0.0254581	0.0274129	0	0	0.041944	0.0138098	0.0490876
C1QL3	0.0154738	0.0264943	0.0966946	0.0956828	0	0.010462	0	0	0.0260036	0.0114913	0.0340508	0.0537936
C1QL4	0.018681	0.383827	0.350793	0.327291	0.0926737	0.164196	0.0816014	0.166403	0.157013	0.291333	0.137028	0.519544
C1QTNF1	0.0568669	0.0484792	0.0222098	0.0146516	0.0561848	0.0632765	0.239587	0.0271364	0.00796368	0.0105682	0.0207688	0.0618406
C1QTNF2	0.0563275	0.0137777	0.0502836	0.0331716	0.0159676	0.0435241	0.023433	0.0102396	0	0.0597576	0.0590243	0.013987
C1QTNF3	0.0366259	0.106914	0.0280946	0.0349052	0.101003	0.0738232	0.0952297	0.0444438	0.0315233	0.0396164	0.103451	0.170089
C1QTNF3-AMACR	0.0473097	0.615647	0.120403	0.162564	0.159829	0.0875224	0.130008	0.242902	0.195471	0.0953642	0.211501	0.246867
C1QTNF4	0	0	0.0426201	0.0281161	0	0.0184454	0	0	0	0.0202601	0.0200115	0.0237106
C1QTNF5	0.00492421	0.0126468	0.0115391	0.00507483	0.0195426	0.0233052	0.0179247	0.0156653	0.00275836	0.0146274	0.00722395	0.025678
C1QTNF6	0.129419	0.914176	1.29572	0.866358	0.208579	0.168789	0.255004	0.148574	0.144014	0.254854	0.182772	0.832083
C1QTNF7	0.0345588	0.0221893	0.00686755	0.0267119	0.0514324	0.0292239	0.0251597	0.0164912	0.00483964	0.00652917	0.0126747	0.0152823
C1QTNF8	0.00566299	0.0387846	0.0265406	0.0233448	0	0.0153152	0.0164912	0.00720622	0.0126888	0.0168219	0.0415388	0
C1QTNF9	0	0	0	0.0217723	0	0.0142836	0	0	0	0.0470665	0	0
C1QTNF9B	0	0	0	0.0396768	0	0	0	0	0	0	0	0
C1R	0.110656	0.320632	0.292548	0.334142	0.0844533	0.103591	0.173514	0.108316	0.143043	0.0632122	0.0624365	0.251525
C1RL	0.300845	1.59391	1.51639	1.95388	0.428023	0.606376	0.438045	0.375606	0.451512	0.5401	0.766113	1.5392
C1S	0.274655	0.168868	0.35851	0.406571	0.32152	0.352463	0.451329	0.192262	0.176881	0.142929	0.134353	0.295485
C1orf100	0	0	0	0	0.0661041	0	0	0.042391	0	0	0	0
C1orf101	0.025316	0.0433459	0.0849614	0.091316	0.0376766	0.0428348	0.027646	0.0161074	0.0425432	0.0282005	0.0557088	0.0880089
C1orf103	5.37611	7.78303	8.4552	10.0219	5.84646	4.88247	5.88207	5.11488	5.51142	4.76988	4.72421	6.84249
C1orf104	0.487373	1.13792	0.624701	0.882794	0.293065	0.679006	0.752647	0.5826	0.44674	0.680001	0.433327	0.949842
C1orf105	0.0587456	0	0.0305913	0.0403616	0.0388571	0	0.0285122	0	0.0219381	0.0872521	0	0
C1orf106	2.38372	1.87764	1.59343	2.13477	2.42578	1.79014	1.77644	2.26553	2.23169	1.93844	2.23147	2.10663
C1orf109	10.4508	7.15193	6.51438	5.97609	9.58888	7.19716	7.22035	10.1666	9.69163	7.70027	8.36483	7.98868
C1orf110	0.0124279	0	0	0	0	0	0.0180957	0	0.0278466	0.0369172	0	0
C1orf111	0	0	0	0	0	0.0222351	0	0	0	0	0	0
C1orf112	8.06273	5.33851	5.02564	4.95561	7.25322	7.83545	9.01683	9.31846	8.77876	7.23265	7.00167	5.1043
C1orf114	0.465148	0.831822	0.242222	0.298293	0.45125	0.363412	0.376266	0.289376	0.370959	0.214935	0.318446	0.574987
C1orf115	1.73312	3.45626	4.45172	3.98852	1.61098	1.49352	1.68205	1.93673	1.50208	2.13991	1.71377	3.26203
C1orf116	0.0216548	0.0370773	0.0338297	0.0223171	0.0208693	0.00488035	0.0105102	0.0183706	0.0040434	0.00536048	0.0264735	0.0125469
C1orf122	17.7598	13.8745	11.1019	9.70963	15.374	15.5494	15.2115	17.6882	16.2499	14.5357	15.8867	12.2888
C1orf123	6.42374	8.91339	8.20294	6.56759	5.11971	7.12087	6.26978	6.00147	6.43024	7.62526	7.33509	8.84565
C1orf124	4.05057	3.22296	2.46127	2.42653	3.01431	3.53374	3.29044	3.80326	4.37473	3.47789	3.28491	3.28637
C1orf126	0.0994946	0.16089	0.285107	0.46142	0.142589	0.142013	0.100604	0.0527606	0.0650221	0.057468	0.109471	0.134511
C1orf127	0.00698593	0.0119613	0.0109136	0.0575968	0	0	0	0.00888967	0	0	0.0102485	0.024286
C1orf129	0.00854592	0.0104345	0	0	0	0	0	0	0.0191484	0	0	0.0297092
C1orf130	0.154692	0.0165539	0.015104	0.00996396	0.0287776	0.0065368	0.0140774	0.00615147	0.00541579	0.00717989	0	0.00840272
C1orf131	8.40379	4.69714	4.26303	4.87602	8.22726	7.56598	7.26141	8.65005	8.19226	6.70777	6.44802	4.7195
C1orf133	0.0241102	0	0.150662	0.198781	0.143528	0	0.0702112	0.0306805	0	0.0716194	0.212222	0
C1orf135	8.95824	6.62678	5.27793	4.91908	7.44355	7.80259	6.35817	8.82294	8.39867	7.87634	8.6334	5.84306
C1orf141	0.0180011	0.0308214	0	0.0185516	0	0	0.0131052	0.0229066	0.0100835	0	0	0.0156448
C1orf144	21.1589	15.7914	18.916	19.6875	20.8183	23.7569	22.5838	26.6942	25.6914	28.0165	26.9858	15.1081
C1orf146	0.0513666	0	0	0	0	0	0.0373961	0	0	0	0.0376781	0
C1orf15-NBL1	2.91135	2.76827	2.01974	2.60274	2.37817	3.19251	3.25365	4.396	3.55553	4.51278	3.67443	2.61384
C1orf150	0	0	0.0230458	0.0152031	0	0	0.0107398	0	0	0	0	0.012821
C1orf151	4.10418	3.32615	1.96428	1.93734	4.17537	4.17812	4.1531	4.81836	4.90429	4.19997	4.66549	2.81272
C1orf152	0.060496	0.0172635	0	0	0	0.054536	0.0880852	0.0256606	0.0451835	0.0299506	0.103541	0.0350516
C1orf157	0	0	0	0	0	0.0172271	0	0	0	0	0	0.0221446
C1orf158	0	0.0648186	0.0295706	0	0	0	0	0	0	0	0	0
C1orf159	2.29351	1.61672	1.37519	0.816683	1.52806	2.91337	2.50945	2.354	2.78934	2.94103	3.36219	1.32328
C1orf162	0.0631019	0.0360143	0.131439	0.0867092	0.0834771	0.0284426	0.153132	0.026766	0.0235649	0	0.0925722	0.109684
C1orf168	0.0111492	0.00954482	0	0	0	0.0150762	0	0.0212813	0.00624537	0	0	0
C1orf170	0.00634478	0.0108635	0	0.0261554	0	0.00857955	0.00923832	0.0161476	0.00710822	0.00942361	0.00930797	0.0220571
C1orf172	1.06978	1.24554	1.63781	1.2789	0.934036	1.01261	1.07478	0.995299	1.23446	1.35056	1.13175	1.3407
C1orf173	0.0134713	0.0184524	0.0126271	0.0388732	0.0106926	0.0218593	0.0196148	0.0102854	0.0150922	0.0120049	0.0118576	0.0187327
C1orf174	13.3191	9.30388	9.09782	8.67802	10.7297	12.4501	13.4556	13.4816	15.609	11.9723	11.9864	9.05432
C1orf177	0.0112886	0	0.0176353	0	0	0	0.0164367	0	0.0126469	0.0335327	0	0
C1orf180	0	0.0114511	0	0	0.0265425	0.0180873	0	0.0170211	0.0224782	0	0.0196229	0.0232502
C1orf182	0.154305	0.748569	0.803532	1.06016	0.255162	0.591188	0.636582	0.327258	0.518616	0.725744	0.565925	0.35762
C1orf183	0.0679168	0.151883	0.561716	0.501923	0.0832552	0.106623	0.174902	0.0905513	0.105288	0.221059	0.184541	0.11213
C1orf185	0	0.0362515	0	0	0	0	0	0	0	0	0	0
C1orf186	0.0115845	0.0198349	0.0180976	0	0	0	0	0.0294827	0	0	0	0.0604087
C1orf187	0.0217576	0.0372533	0.0509855	0.0224231	0.0215873	0.0441317	0	0.0138434	0.0121878	0.0161578	0	0
C1orf189	0	0	0	0	0	0	0.217709	0	0.0558372	0.0740253	0	0.0866327
C1orf190	0.928418	1.12525	0.684458	0.752551	0.910799	1.01563	0.653136	1.38054	1.13362	0.790177	0.596838	1.45059
C1orf192	0	0	0	0	0	0.0336975	0.0362849	0	0	0	0	0
C1orf194	0.026386	0.406602	0.0824417	0.054386	0	0.0713593	0	0	0.118243	0.0391898	0	0.045897
C1orf198	7.92562	6.86817	11.6488	10.9871	6.66778	8.087	7.39017	6.80793	7.64539	9.8468	9.0763	5.68153
C1orf200	0	0	0.016529	0.0218081	0.0209952	0.0143071	0	0.0134637	0.0355606	0	0.0155218	0
C1orf201	1.08981	3.16893	2.69428	2.69531	0.801783	1.08113	0.76268	0.842562	0.907106	1.13465	1.01855	3.38671
C1orf204	0.00771217	0.0717189	0.108433	0.206649	0.0153036	0.0312857	0.0673758	0.0490691	0.0345606	0	0.011314	0.0402161
C1orf21	0.321843	0.611932	1.19564	1.40774	0.415863	0.346645	0.31877	0.319067	0.409376	0.486671	0.516121	0.611598
C1orf210	0.259993	0.585736	0.531178	0.539643	0.103795	0.092518	0.159395	0.166403	0.161154	0.13597	0.19204	0.409152
C1orf212	2.65867	1.36553	1.23995	1.49266	2.61427	2.61328	2.17214	2.46496	2.70126	2.4061	2.04288	1.23725
C1orf213	1.39262	1.86917	3.39958	2.6163	1.49706	1.51044	1.4106	1.51701	1.36426	1.56375	1.47304	1.56607
C1orf216	3.57052	1.44077	2.06429	2.10204	3.14386	3.56592	3.24494	3.57366	3.14707	3.20331	3.09612	1.37124
C1orf220	0.336813	0.422906	0.187085	0.23141	0.46042	0.414961	0.381435	0.342878	0.301872	0.311268	0.285488	0.429331
C1orf223	0	0	0	0	0	0.0306485	0	0	0.0253925	0	0	0.039397
C1orf226	0.0980088	0.104054	0.829133	0.918544	0.0371054	0.0885354	0.108933	0.0237948	0.0785706	0.203795	0.109729	0.186892
C1orf227	0.191351	0.065526	0.239146	0.315525	0.151882	0.206999	0.16717	0.146097	0.214375	0	0.112287	0.133043
C1orf228	0.0572348	0.0783978	0.536483	0.401101	0.0454294	0.0464365	0.0166674	0.072832	0.0256487	0.10201	0.151137	0.119383
C1orf229	0.00854214	0.0146258	0	0	0	0.0115509	0.0124378	0.01087	0	0	0.0125315	0
C1orf27	6.88507	7.479	10.2575	8.48789	5.70893	7.1401	6.50591	5.81075	7.10335	6.97151	6.7406	7.2315
C1orf31	16.1727	9.05269	8.36751	7.62872	13.3779	13.4055	15.4534	18.3413	17.4316	12.6479	11.4439	8.44571
C1orf35	6.96942	3.87851	3.92423	3.69825	6.26373	6.37567	5.08159	9.45259	6.48278	8.34109	8.32802	2.91086
C1orf38	0.140448	0.0853029	0.219481	0.0965108	0.116901	0.0633438	0.154878	0.0596547	0.157242	0.0922033	0.0914336	0.0610703
C1orf43	49.3607	75.5881	92.2185	80.5677	36.5674	46.0334	41.3809	48.2688	50.2393	53.527	49.2892	71.9087
C1orf49	0	0	0	0	0	0	0	0	0	0	0	0
C1orf50	1.9953	3.01999	3.74222	2.42368	1.88172	2.33847	2.01753	2.56333	3.25636	2.74967	3.97872	2.73621
C1orf51	0.110724	0.492912	4.50379	3.74283	0.197743	0.764435	0.628757	0.0845386	0.136452	1.00317	0.76361	0.307939
C1orf52	3.58438	2.78896	3.88872	3.60152	3.00778	3.30998	3.11927	3.17315	3.50648	3.36378	3.25708	3.02847
C1orf53	0.706552	0.531883	1.2353	1.04775	0.840576	0.763743	1.02798	0.934339	0.854989	1.17443	0.828587	0.490876
C1orf54	1.66034	8.20927	8.07845	5.12983	0.581013	1.58372	1.43886	1.59284	1.72216	2.39184	1.82556	8.01591
C1orf55	10.4734	9.53755	10.1759	9.20275	8.3065	8.05343	9.22545	10.3523	10.0526	10.0705	8.94235	10.0176
C1orf56	0.332882	0.50504	0.594831	0.372469	0.377458	0.347243	0.263119	0.387288	0.448906	0.310775	0.348819	0.810067
C1orf61	0.0658298	0.112714	0.205682	0.497518	0.0870859	0.148361	0	0.0279231	0.0245836	0.130365	0.0643828	0.114426
C1orf63	7.70034	5.09718	8.81177	7.71287	8.05328	11.387	9.67335	8.98652	7.88311	10.0461	11.1945	6.41567
C1orf64	0.0209426	0.0358579	0.0327171	0.0431663	0	0.113276	0	0	0	0	0.0307234	0
C1orf65	0.0183872	0	0	0	0.0364864	0.0372953	0	0.0233979	0	0	0.0404617	0
C1orf68	0	0	0.0331855	0	0	0	0	0	0	0	0	0
C1orf70	0.0172678	0.177395	0.43162	0.391511	0.137061	0.140099	0.351999	0.109867	0.212801	0.17953	0.101329	0.180091
C1orf74	3.27709	3.68722	2.66863	2.97983	2.86874	2.94283	2.44682	2.89312	2.63018	3.19328	2.92045	2.74651
C1orf84	0.746847	1.08416	0.558294	1.17127	0.902087	1.22945	0.543723	0.86773	0.893228	0.844	0.73837	0.987744
C1orf85	0.0243383	0.020836	0.038022	0.0501655	0	0.0164554	0.0531568	0	0	0.0180743	0.07141	0.105763
C1orf86	9.14849	11.7632	7.70814	10.6261	9.96259	10.3045	8.73602	12.1924	9.85208	12.9816	13.2028	10.0196
C1orf87	0.00951092	0	0	0	0.0754916	0	0	0	0.0106553	0	0	0
C1orf88	0.057552	0.154849	0.166974	0.220303	0	0.0333527	0.0478849	0.0627733	0.046055	0.0976906	0.0723689	0.228657
C1orf9	7.55201	8.87721	18.4877	20.4236	8.93186	9.8453	11.1774	7.19849	7.60483	11.5025	9.77176	10.2799
C1orf93	2.4428	1.75851	2.33193	2.76154	2.7221	2.4656	1.8186	3.42978	2.65455	3.05367	3.33529	1.96022
C1orf94	0.00642082	0	0	0.0199279	0	0	0	0.0123029	0	0.0143598	0.00941952	0.0111607
C1orf95	0.0200266	0.0300033	0.0273754	0.0206392	0.0198698	0.0135402	0.0182248	0.0127421	0.00841363	0.00371808	0.0183623	0.0261079
C1orf96	4.37107	4.27618	10.1405	9.42952	4.03595	7.45406	7.88839	5.11959	4.84433	7.95732	7.65812	4.42577
C1orf97	5.39985	12.6359	8.18903	7.60507	3.48407	5.92207	5.70582	6.17851	5.63679	5.50063	8.39928	13.0841
C2	0.0983676	0.165185	0.436681	0.407443	0.0269727	0.0912864	0.087586	0.057984	0.086436	0.099922	0.0990358	0.479354
C20orf103	0	0	0.0295127	0	0.0399833	0.0136232	0.0146693	0.0256403	0	0.029927	0	0.0700478
C20orf106	0.19914	0.0974192	0.177773	0.0586374	0	0	0.124268	0.32581	0.095615	0.0422534	0.125205	0
C20orf107	0.250134	0.237933	0.086837	0.343713	0.220601	0.0375819	0.0404676	0.353665	0.0934106	0.123838	0	0.241548
C20orf108	3.48509	3.43594	3.12323	2.80553	3.14748	3.62429	3.79645	2.9135	3.62087	2.82441	2.58426	3.07302
C20orf11	10.9544	12.5897	15.4901	14.7856	11.0243	10.8909	10.1856	12.3768	11.907	13.9411	13.3451	13.3194
C20orf111	9.57255	12.4599	20.3185	18.1109	7.13385	11.3509	9.73669	8.5468	9.5252	11.1982	12.391	11.9436
C20orf112	0.488237	0.780943	1.02884	1.21817	0.630999	0.568979	0.491069	0.515034	0.453771	0.629795	0.688347	0.647814
C20orf114	0	0	0	0	0	0.0151024	0	0	0	0	0	0
C20orf118	0.00945034	0.0323617	0.0590543	0.0779151	0.0187527	0	0.0137602	0	0	0.0140361	0	0.0328534
C20orf12	0.661426	0.868088	0.663405	0.772406	0.590517	0.5738	0.545641	0.757621	0.839978	0.843063	0.654856	0.85254
C20orf123	0	0.016165	0.0147491	0	0	0	0	0	0.0105771	0.0140224	0	0.0164106
C20orf132	0.0870816	0.221127	0.181535	0.199795	0.0576634	0.272787	0.197476	0.070529	0.134531	0.172716	0.118941	0.126831
C20orf134	0.00951092	0	0	0.0392073	0	0.0128609	0	0.0121028	0.031966	0	0.0139528	0.016532
C20orf141	0	0	0	0	0	0.035876	0	0	0	0.0394055	0	0
C20orf144	0	0.0579388	0	0	0	0	0.049271	0	0	0	0	0
C20orf151	0	0.0116573	0.0106362	0	0	0	0	0.00866374	0	0.0101122	0.00998808	0
C20orf152	0.0200188	0.0342762	0.0938218	0.0825245	0.0397242	0.0270699	0.0145742	0.0254742	0.0224276	0.0891991	0.0734204	0.0869924
C20orf160	0.129502	0.182603	1.08296	0.894985	0.0906973	0.164814	0.0887346	0.135711	0.119481	0.362057	0.189987	0.318461
C20orf165	0.187784	0.137796	0.628632	0.552937	0.159698	0.290201	0.312484	0.273095	0.180325	0.239064	0.354195	0.466298
C20orf166	0.0474299	0.0812092	0.0740962	0.195522	0.094117	0.0855142	0.0460401	0.0804734	0.0177123	0.0704454	0.0927745	0.219848
C20orf173	0	0.0311852	0.0142134	0	0	0	0	0.0115775	0.0203858	0.0135131	0	0.031659
C20orf177	8.73232	5.17003	4.46668	4.036	7.4406	6.81182	7.50682	7.99506	8.66575	6.81487	6.67432	5.17323
C20orf185	0	0	0	0	0	0	0	0	0	0.0197027	0	0.0230584
C20orf186	0	0	0	0.0182871	0	0	0	0.01129	0	0	0	0.0154217
C20orf191	0.0460337	0.0788188	0	0.0948835	0.27714	0	0.0670274	0	0.206291	0.0683718	0.135066	0.0800164
C20orf194	0.921167	2.33791	2.3904	2.86503	0.965929	1.13518	0.909519	0.880805	1.01843	1.1994	1.2261	2.3358
C20orf195	0.0173611	0	0.0271219	0	0	0.023476	0	0.0220921	0	0	0	0
C20orf196	0.350693	0.428897	0.469597	0.481893	0.198827	0.180653	0.267471	0.297508	0.4116	0.297639	0.367483	0.377359
C20orf197	0.00706165	0	0.0330883	0	0.0140096	0.0286404	0	0.00898403	0.0316384	0	0	0
C20orf20	22.8137	17.2693	27.7158	23.4888	16.3343	27.5438	25.3223	25.5663	26.803	32.6097	30.9992	14.7062
C20orf200	0.0157518	0.0134851	0	0	0.031257	0.01065	0	0.0100222	0.0352944	0.0233955	0	0
C20orf201	0	0.0380473	0	0.0458021	0	0	0.0970662	0.113108	0	0.0990131	0	0
C20orf202	0	0	0.319359	0.545284	0.0238617	0	0	0	0	0.0357204	0.0352821	0.020902
C20orf203	0.0120727	0.0413417	0.0188603	0.10783	0	0.016325	0.0292974	0.00512088	0.0270507	0.017931	0.017711	0.0139899
C20orf24	39.575	15.8425	17.9874	19.3088	26.9963	33.9233	33.2862	36.0286	34.3926	33.5814	28.7805	11.2825
C20orf26	0.277843	0.0552693	0.0800273	0.102151	0.154982	0.0804167	0.144319	0.151353	0.182945	0.14851	0.220396	0.0689144
C20orf27	13.4035	8.14174	3.98554	3.94041	14.7558	17.3645	13.9414	19.8538	17.0953	14.7075	15.6207	6.35533
C20orf29	2.47077	2.37649	0.817619	0.939103	2.80137	2.51842	2.04982	2.47457	2.28673	2.17593	2.40101	1.8385
C20orf3	15.9341	9.69731	11.9031	12.3962	16.1636	17.2158	16.26	16.9057	17.1229	17.1045	16.9555	10.5355
C20orf30	15.8796	16.2611	21.7551	20.6798	15.3883	14.1712	15.5811	12.6638	14.5404	17.0637	15.0217	19.337
C20orf4	7.68215	4.95314	4.72757	5.12244	5.86103	5.89552	6.34474	7.59476	7.34525	6.56672	7.17388	4.97773
C20orf43	17.5551	14.6481	16.8899	16.0694	14.553	18.9384	16.8403	18.1393	19.0873	19.6855	18.7927	13.247
C20orf46	0.381277	2.15047	7.96983	7.58141	0.200272	1.71427	1.61649	0.39956	0.427155	3.03133	3.16732	1.89076
C20orf54	0.021471	0.0122542	0.0447235	0.0590073	0.0284039	0.0290336	0	0	0.00801818	0	0.0314986	0.0248808
C20orf7	3.19671	2.70438	2.11248	1.48301	2.98587	3.08553	2.47839	3.05434	3.91137	2.98647	3.16574	2.78847
C20orf70	0	0	0	0	0	0.0247926	0	0	0.0205409	0	0	0
C20orf71	0.0173924	0.148896	0	0	0.0345124	0.0235183	0	0	0.0194851	0	0	0.0604632
C20orf72	16.7051	20.531	15.4792	13.2266	14.3675	16.6751	15.6445	17.212	17.0321	14.2621	15.655	22.9359
C20orf79	0.0289612	0	0	0	0	0	0	0	0	0	0	0
C20orf85	0	0	0	0	0	0	0	0	0	0	0	0
C20orf94	2.46757	3.82164	2.37719	2.85069	1.9858	2.20593	2.69731	1.86656	2.25798	1.91392	1.82014	3.89398
C20orf96	4.4034	7.51827	9.04815	9.06489	3.70096	4.53482	3.10645	3.78464	3.83748	4.83603	3.85783	7.47219
C21orf119	1.44953	4.24322	4.01847	4.38523	2.13408	1.90058	2.17868	1.40435	2.1478	2.01403	1.44054	4.44784
C21orf121	0.0179759	0	0	0	0	0	0	0	0	0	0	0
C21orf122	0.0940468	0.36597	0.387494	0.352448	0.203586	0.242783	0.124488	0.0761572	0.181991	0.126985	0.112884	0.341807
C21orf125	0.0257004	0.0330031	0.240899	0.172162	0	0.0173763	0.0187105	0.016352	0.0143964	0.0572574	0.00942579	0.0558409
C21orf128	0	0	0.028148	0.018569	0	0.0121821	0	0	0	0.0133806	0	0.0156594
C21orf129	0.0189751	0.0162445	0	0.0195554	0.0188265	0	0.0276286	0	0.0212582	0.0140914	0	0
C21orf130	0	0	0.0149244	0	0	0	0.0139101	0.0243134	0.0107028	0.0283782	0	0.0166057
C21orf131	0	0	0.0149615	0	0.0190041	0	0	0	0	0	0	0
C21orf15	0	0	0	0.0310838	0	0	0	0	0	0	0.0221237	0.0262133
C21orf2	0.46644	0.488056	0.270179	0.623138	0.257104	0.397126	0.352157	0.505847	0.50321	0.641526	0.633592	0.525499
C21orf33	13.7826	13.5383	12.9938	13.4969	10.8663	15.0505	11.5957	14.2575	12.7103	17.5395	18.1832	13.1868
C21orf34	0.11681	0.165436	0.18141	0.13341	0.210144	0.181538	0.111378	0.134777	0.0791055	0.0683627	0.112218	0.296607
C21orf37	0.135189	0	0	0	0.107304	0.036561	0.0393683	0.103217	0.0302911	0.0401579	0	0.0469973
C21orf49	0	0.111009	0.325938	0.100226	0.0640827	0.174676	0.023511	0.0205474	0.03618	0	0.094753	0.280671
C21orf54	0	0	0	0.0668171	0	0	0	0	0.0363176	0.0481475	0.0475567	0
C21orf56	0.0331127	0.0289745	0	0	0.0335799	0	0.0964274	0.0210681	0.0516975	0	0.0485772	0
C21orf58	1.02918	1.66906	1.33	1.33949	0.747947	1.31063	1.1071	1.22414	0.859474	1.86288	1.42053	1.79774
